case_number,class,class_idx,seed,prompt
1993,259,258,302006287,"only the dead have seen the end of war, artwork by artgerm, very detailed and intricated human face of pain, battle scars, rendered in pov - ray, style of thomas kinkade and greg rutkowski "
1994,579,575,71218566,"portrait of albert enstein, highly detailed, digital painting, artstation, concept art, smooth, sharp focus"
1995,104,103,906598556,"a venetian portrait painting of mf doom by titian, realistic - n 4 "
1996,722,715,1874128675,"awesome logo on jar of a brain with synthwave colours, in the style of spirited away, hyperrealism, photography, sharp focus, lush detail, award winning, trending on dribble, perfect expression, subconscious connects, purified consciousness, mecha intricate highly detailed, paint palette, paint pour, refined detailed, magic realism, vivid colors, charles vess, anato finnstark"
1997,727,720,2205428085,"new character beautiful cyborg from alita : battle angel, by yukito kishiro "
1998,122,121,3397458405,"character concept of a singular Jamaican fisherman wearing calico cloth and posing in a battle stance in the Jamaican sea, symmetrical face, dreadlocks, colors of Jamaica, cinematic, by Ross Tran and Artgerm and Peter Mohrbacher"
1999,301,299,2423730414,"venus goddess in ancient alien planet sci-fi armor, in the style of sandro botticelli, stylized, highly detailed, trending on artstation, award winning, painted warhammer miniature"
2000,630,626,3213767935,😂
2001,1919,1901,583532284,"there's something under my bed, water caustics, film still from the movie directed by denis villeneuve and david cronenberg with art direction by h. r. giger and bernie wrightson, wide lens "
2002,1070,1061,2156517375,"Pampanga Philippines, Hasui Kawase"
2003,61,60,3594002041,"a collage of suspended animation pods on a space station medical bay, glowing blue light, ralph horsley, daniel f. gerhartz, artgerm, boris villajo, lilia alvarado "
2004,1209,1199,1727428295,"damaged goods, ethereal, illustration, moody, chaotic, god, mist, nuclear explosion background, volumetric lighting, soft lighting, soft details, painting oil on canvas by William-Adolphe Bouguereau and Edmund Blair Leighton, octane render, HDR, trending on artstation, 4k, 8k, HD"
2005,1195,1185,1853145098,"highly detailed picture of great greek warrior with a shield, edge of the universe, perfectly symmetrical face, cinematic romantic magical, greek myth, masterpiece, from the book by gene wolfe, highly detailed painting by gustave dore, digital art, trending on artstation, golden ratio, perfect symmetrical, perfect intricate "
2006,1992,1974,3692089733,"a painting of an ultra realistic highly detailed orange cat standing in a field of flowers by craig mullins, golden hour, trending on artstation, color field, concept art, artstation hd, matte drawing "
2007,788,781,3899199515,old fashioned diving suit in a strange undersea world influenced by paul lehr and ernst haeckel 
2008,1292,1282,1132693784,"uhd hyperrealistic photorealisitc detailed image of cosmic max headroom with sparking, busted, broken cybernetic implants by ayami kojima, amano karol bak, greg hildebrandt and mark brooks "
2009,1430,1418,3176808703,Mona Lisa Pokemon
2010,1977,1959,4046499647,"a beautiful rock on the beach, octane render, raytracing, detailed, 8 k "
2011,1843,1826,257703263,"highly detailed ultra sharp villa natural light interior soft cinematic cellular composition of a smooth ceramic porcelain biomorphic magnolia stone nebula fluid sci - fi surreal architecture landscape, furniture, granite, trees, marble, moss, lichen, fungi, vincent callebaut composition, mamou - mani, archviz, 8 k, unreal engine, hdr "
2012,1504,1492,3447627339,"sci - fi space base, space rocket!! mist, sunrays, dust in the air, unreal engine, octane render, dramatic lighting, lake, ultra clear detailed. digital art, by stanley artgerm lau, greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwell "
2013,1242,1232,1879240946,the maiden standing on the balcony overlooking the aegean sea by andrew 
2014,1658,1641,289352459,"Beautiful cameraphone, soft liminal Photograph of an estate road at early morning, hedge"
2015,1844,1827,4189597557,"a wlop 3 d render of very very very very highly detailed beautiful mystic portrait of a phantom tree with whirling galaxy around, tattoos by anton pieck, intricate, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, intimidating lighting, incredible art, "
2016,1586,1573,4187844351,Magneto from the X-Men by Iliá Repin
2017,1606,1592,2528804003,"a closeup photorealistic photograph of a glossy captain america style tiki mug sitting at an outdoor trader vic's bar featuring determined captain america's face. tiki theme. icy drink. shield. bright scene. fine detail. this 4 k hd image is trending on artstation, featured on behance, well - rendered, extra crisp, features intricate detail, epic composition and the style of unreal engine. "
2018,1366,1355,2264041002,"amazon forest, anime scenery by Makoto Shinkai, digital art, 4k"
2019,753,746,761435412,portrait of emma watson artwork by tim eitel 
2020,1906,1888,2220455502,"the last moment in time befor the end of it all, digital art. - n 4"
2021,119,118,1424658505,"a forest laberinth viewed from above, extremely detailed, beautiful, high quality image "
2022,1331,1320,197051664,"a photorealistic dramatic hyperrealistic stylish graphic color poster illustration of ac / dc highway to hell by joe fenton, color concert poster art design, beautiful dynamic dramatic dark moody lighting, shadows, cinematic atmosphere, octane render, 8 k "
2023,1757,1740,3531010700,"pulp fiction movie poster by hieronymus bosch, delights, "
2024,44,43,545089110,Color
2025,1739,1722,3667847172,"A concrete heart marked with neon love is suspended over stilled waters in an abysmal dark void, realistic, artstation, moody. trending on Pixiv. trending on ArtStation. A vibrant digital oil painting. A highly detailed fantasy character illustration by Wayne Reynolds and Charles Monet and Gustave Dore and Carl Critchlow and Bram Sels"
2026,1886,1869,3155829870,portrait of kermit the frog by theodore ralli and nasreddine dinet and anders zorn and nikolay makovsky and edwin longsden long 
2027,380,377,1482766092,"中 国 鬼 节, the war of the dead, the evil spirits struggling in the tumbling oil pot, psychedelic lights and fog, zdzislaw, ayami kojima, yamamoto, barclay shaw, karol bak, hyperrealist, 8 k "
2028,1206,1196,748198606,"impressionist fractal 8 legged rivulet pyramid cockatoo supernova chaise acacia tree , by Henri Matisse and Robert Rauschenberg and Monsù Desiderio , unreal engine , masterpiece , postmodern"
2029,1152,1143,3686879879,"tanaka from haikyu as an anime nendoroid of, detailed product photo "
2030,208,207,1478748890,lion icon 
2031,743,736,4120539189,vacation photos from morrowind. hyperrealism by ansel adams 8 k resolution texture graphics mods 1 2 0 fps interior of megacity 
2032,1416,1404,2214739461,"cyberpunk concept inspired giant quadrupedal mining robot, futuristic look, highly detailed body, very expensive, photorealistic camera shot, bright studio setting, studio lighting, crisp quality and light reflections, unreal engine 5 quality render, artstation "
2033,1449,1437,4121129808,"watercolor painting of ruins, rustic stone cabin, rock walls, very beautiful lighting, art by anders zorn, wonderful masterpiece by greg rutkowski, cinematic light, american romanticism by greg manchess, creation by tyler edlin "
2034,786,779,3831302910,"psychedelic small cats hidden lush pine forest, outer space, milky way, designed by arnold bocklin, jules bastien - lepage, tarsila do amaral, wayne barlowe and gustave baumann, cheval michael, trending on artstation, star, sharp focus, colorful refracted sparkles and lines, soft light, 8 k 4 k "
2035,1890,1873,1125976761,"high quality 4 k colourful texture of gemstones, beautiful aged and rustic finish, blender design assets, 3 d, photo - realostic, high poly, 3 0 0 dpi, 8 k render, ue marketplace, unreal engine 5, volumetric lighting, realistic shadows, "
2036,1903,1885,1983471229,"an anthropomorphic beautiful goddess female pharaoh wizard portrait holding a crystal wearing robe made of sands in a sandstorm, dreadlock breed hair, fine art, award winning, intricate, elegant, sharp focus, octane render, hyperrealistic, cinematic lighting, highly detailed, digital painting, 8 k concept art, art by jamie hewlett and z. w. gu, masterpiece, trending on artstation, 8 k "
2037,41,40,2179183582,"Zombie Hello Kitty Cosplay, EOS-1D, f/1.4, ISO 200, 1/160s, 8K, RAW, unedited, symmetrical balance, in-frame"
2038,1866,1849,122715025,"A row of giant windmills in a field at night, octane render, volumetric lighting, 4K"
2039,1451,1439,2742141096,"only with red, red flowers of different types, red castle in background, red medieval goblins, in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, artstation, 4 k "
2040,544,540,4167569561,"a hyper intricate oil portrait red church interior, excellent composition, wide shot, by zdzislaw beksinski, intricate, horror atmosphere, unreal engine 5 highly rendered, global illumination "
2041,200,199,363018390,a beautiful digital painting digital render of a spaceport. beeple. chiho aoshima 
2042,295,293,1466867615,old polaroid depicting a scientist from the 1 9 th century holding a modern day laptop 
2043,323,321,649294469,"dieselpunk pilot, portrait, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha"
2044,386,383,497251758,david ben gurion in a 7 0's beer commercial by andy warhol 
2045,1334,1323,1059218182,"iceland astrophotography, beautiful night sky, northern lights "
2046,1913,1895,3543858431,"Obama illustration by Takehiko Inoue, cinematic"
2047,768,761,1274435711,"detailed baroque oil painting of a singular dilapidated victorian house made of pipe organ parts, style of goya and fritz lang and alan lee, trending on artstation"
2048,1174,1165,1867006595,"a beautiful digital painting of a snow covered fairy estate made of rock and windows on a mountain side, snowy mountain valley, snow, sunny day, muted colors, reflections, by greg rutkowski, gerald brom, marc simonetti, jean - baptiste monge, and brian froud, symmetry, complementary colors, ink illustration, trending on artstation "
2049,470,466,1628236055,"smirking 1970 Mila Kunis reflected in a reflective bubble, puffs of smoke, The Stars My Destination, Ludek Pesek, Rick Guidice, Chesley Bonestell, Lucien Rudaux, Rolf Klep, Fred Freeman, George Pal"
2050,50,49,145657103,"low polygon render of a train tunnel, hyper detailed"
2051,1982,1964,4165178111,"beautiful anime art of tifa lockhart by wlop, rossdraws, mingchen shen, bangkuart, sakimichan, yan gisuka, jeongseok lee, artstation, 4k"
2052,1341,1330,2196673441,polaroid movie still of dave grohl in the movie home alone 
